441
2.5	9.5	873	-1
3	9.5	884.375	-1
3.5	9.5	900.25	-1
4	9.5	921.375	-1
4.5	9.5	948.5	-1
5	9.5	982.375	-1
5.5	9.5	1023.75	-1
6	9.5	1073.375	-1
6.5	9.5	1132	-1
7	9.5	1200.375	-1
7.5	9.5	1279.25	-1
8	9.5	1369.375	-1
8.5	9.5	1471.5	-1
9	9.5	1586.375	-1
9.5	9.5	1714.75	-1
10	9.5	1857.375	-1
0	10	1000	-1
0.5	10	1000.125	-1
1	10	1001	-1
1.5	10	1003.375	-1
2	10	1008	-1
2.5	10	1015.625	-1
3	10	1027	-1
3.5	10	1042.875	-1
4	10	1064	-1
4.5	10	1091.125	-1
5	10	1125	-1
5.5	10	1166.375	-1
6	10	1216	-1
6.5	10	1274.625	-1
7	10	1343	-1
7.5	10	1421.875	-1
8	10	1512	-1
8.5	10	1614.125	-1
9	10	1729	-1
9.5	10	1857.375	-1
10	10	2000	-1
